p/c, iter, r∞, r₂, ω
, 1, 0.002935063, 4.5714387e-5, 1.0
c, 0, 0.057295136, 0.020289736, 1.0
, 1, 0.0014660526, 1.2316025e-5, 1.0
p, 0, 0.11451148, 0.07650373, 1.0
, 1, 0.0029277392, 4.6071254e-5, 1.0
c, 0, 0.057251662, 0.019878147, 1.0
, 1, 0.0014679525, 1.215933e-5, 1.0
p, 0, 0.11441716, 0.07531851, 1.0
, 1, 0.0029339753, 4.5611312e-5, 1.0
c, 0, 0.057202563, 0.019769363, 1.0
, 1, 0.0014650207, 1.2303101e-5, 1.0
p, 0, 0.11432931, 0.07638391, 1.0
, 1, 0.0029265918, 4.5963032e-5, 1.0
c, 0, 0.057161115, 0.019700423, 1.0
, 1, 0.0014666021, 1.2130903e-5, 1.0
p, 0, 0.11423929, 0.07520246, 1.0
, 1, 0.0029312447, 4.5997916e-5, 1.0
c, 0, 0.05711589, 0.019586291, 1.0
, 1, 0.0014632642, 1.1838488e-5, 1.0
p, 0, 0.11415014, 0.07521072, 1.0
, 1, 0.0029230863, 4.508414e-5, 1.0
c, 0, 0.057069696, 0.019143593, 1.0
, 1, 0.0014644265, 1.1940086e-5, 1.0
p, 0, 0.114055976, 0.07461088, 1.0
, 1, 0.00292629, 4.5431047e-5, 1.0
c, 0, 0.057023473, 0.019311516, 1.0
, 1, 0.0014626253, 1.1945733e-5, 1.0
p, 0, 0.11397077, 0.07532777, 1.0
, 1, 0.0029229447, 4.562219e-5, 1.0
c, 0, 0.056980863, 0.019347807, 1.0
, 1, 0.0014628526, 1.2129913e-5, 1.0
p, 0, 0.11387459, 0.07454913, 1.0
, 1, 0.0029225834, 4.5203804e-5, 1.0
c, 0, 0.05693215, 0.020133818, 1.0
, 1, 0.0014600009, 1.21346075e-5, 1.0
p, 0, 0.113791555, 0.07607788, 1.0
, 1, 0.0029173307, 4.58256e-5, 1.0
c, 0, 0.056891643, 0.019710131, 1.0
, 1, 0.0014608912, 1.2464889e-5, 1.0
p, 0, 0.1136951, 0.07447157, 1.0
, 1, 0.0029188916, 4.519732e-5, 1.0
c, 0, 0.056842692, 0.019413708, 1.0
, 1, 0.001459673, 1.2056837e-5, 1.0
p, 0, 0.11361167, 0.074955866, 1.0
, 1, 0.0029174872, 4.524729e-5, 1.0
c, 0, 0.056801297, 0.01936311, 1.0
, 1, 0.0014596097, 1.1920108e-5, 1.0
p, 0, 0.113517895, 0.07482563, 1.0
, 1, 0.00291593, 4.5585854e-5, 1.0
c, 0, 0.056754217, 0.01969881, 1.0
, 1, 0.0014566258, 1.19602e-5, 1.0
p, 0, 0.11343541, 0.07530022, 1.0
, 1, 0.0029106103, 4.5363562e-5, 1.0
c, 0, 0.05671321, 0.018995317, 1.0
, 1, 0.0014575738, 1.1727013e-5, 1.0
p, 0, 0.11334275, 0.073829606, 1.0
, 1, 0.0029122867, 4.476988e-5, 1.0
c, 0, 0.056666516, 0.01915268, 1.0
, 1, 0.0014554821, 1.1858672e-5, 1.0
p, 0, 0.11326013, 0.07470484, 1.0
, 1, 0.0029085167, 4.509857e-5, 1.0
c, 0, 0.056625925, 0.019028826, 1.0
, 1, 0.0014549196, 1.1792205e-5, 1.0
p, 0, 0.11316708, 0.07388864, 1.0
, 1, 0.002906002, 4.4706652e-5, 1.0
c, 0, 0.05657857, 0.019641211, 1.0
, 1, 0.001450127, 1.2016073e-5, 1.0
p, 0, 0.113087974, 0.075083025, 1.0
, 1, 0.0028969646, 4.496895e-5, 1.0
c, 0, 0.05654048, 0.019328168, 1.0
, 1, 0.001450453, 1.1753546e-5, 1.0
p, 0, 0.11299732, 0.07395332, 1.0
, 1, 0.0028965473, 4.4605924e-5, 1.0
c, 0, 0.056494065, 0.019288512, 1.0
, 1, 0.0014481694, 1.1902387e-5, 1.0
p, 0, 0.112917006, 0.07438394, 1.0
, 1, 0.0028949454, 4.4644563e-5, 1.0
c, 0, 0.056454025, 0.01887816, 1.0
, 1, 0.0014455896, 1.1417526e-5, 1.0
p, 0, 0.11282491, 0.07341928, 1.0
, 1, 0.002884321, 4.390541e-5, 1.0
c, 0, 0.056407385, 0.01939828, 1.0
, 1, 0.0014412478, 1.1589246e-5, 1.0
p, 0, 0.11274785, 0.07486507, 1.0
, 1, 0.0028815605, 4.4523127e-5, 1.0
c, 0, 0.056370616, 0.019079182, 1.0
, 1, 0.0014423598, 1.15336015e-5, 1.0
p, 0, 0.11266052, 0.07333534, 1.0
, 1, 0.0028805248, 4.4048367e-5, 1.0
c, 0, 0.056325667, 0.018917039, 1.0
, 1, 0.0014388021, 1.1408726e-5, 1.0
p, 0, 0.1125828, 0.07341963, 1.0
, 1, 0.0028714128, 4.3705102e-5, 1.0
c, 0, 0.056287877, 0.018896665, 1.0
, 1, 0.0014364254, 1.1454486e-5, 1.0
p, 0, 0.11249228, 0.07349779, 1.0
, 1, 0.0028736629, 4.3473374e-5, 1.0
c, 0, 0.056240916, 0.019016942, 1.0
, 1, 0.0014376584, 1.158029e-5, 1.0
p, 0, 0.11242111, 0.07400274, 1.0
, 1, 0.002870921, 4.4652916e-5, 1.0
c, 0, 0.05620805, 0.01905783, 1.0
, 1, 0.0014334489, 1.1363499e-5, 1.0
p, 0, 0.1123355, 0.073114276, 1.0
, 1, 0.0028629228, 4.3061093e-5, 1.0
c, 0, 0.056163892, 0.018872721, 1.0
, 1, 0.0014357846, 1.1616784e-5, 1.0
p, 0, 0.112263754, 0.07295149, 1.0
, 1, 0.0028716028, 4.4165445e-5, 1.0
c, 0, 0.056128412, 0.018507892, 1.0
, 1, 0.0014305282, 1.1022021e-5, 1.0
p, 0, 0.11217884, 0.072705366, 1.0
, 1, 0.002855394, 4.2690735e-5, 1.0
c, 0, 0.05608607, 0.018691488, 1.0
, 1, 0.0014323574, 1.1340951e-5, 1.0
p, 0, 0.112112865, 0.07301455, 1.0
, 1, 0.0028636158, 4.4244436e-5, 1.0
c, 0, 0.056053497, 0.018991528, 1.0
, 1, 0.0014267769, 1.1418247e-5, 1.0
p, 0, 0.11202647, 0.07283559, 1.0
, 1, 0.002848465, 4.2914948e-5, 1.0
c, 0, 0.056009404, 0.018570714, 1.0
, 1, 0.0014285445, 1.1381896e-5, 1.0
p, 0, 0.11195237, 0.07210145, 1.0
, 1, 0.0028550439, 4.332921e-5, 1.0
c, 0, 0.055972278, 0.018697932, 1.0
, 1, 0.0014231037, 1.1190951e-5, 1.0
p, 0, 0.11186966, 0.072437145, 1.0
, 1, 0.0028424934, 4.2510175e-5, 1.0
c, 0, 0.055929914, 0.018720988, 1.0
, 1, 0.001424633, 1.1475e-5, 1.0
p, 0, 0.111792505, 0.07227782, 1.0
, 1, 0.002845686, 4.3270247e-5, 1.0
c, 0, 0.05589342, 0.018763527, 1.0
, 1, 0.0014193729, 1.114118e-5, 1.0
p, 0, 0.11171369, 0.07237419, 1.0
, 1, 0.0028370172, 4.2537125e-5, 1.0
c, 0, 0.055852637, 0.018685507, 1.0
, 1, 0.0014240649, 1.12586395e-5, 1.0
p, 0, 0.11163998, 0.07198144, 1.0
, 1, 0.002846904, 4.3417636e-5, 1.0
c, 0, 0.055817276, 0.018468708, 1.0
, 1, 0.0014174376, 1.098999e-5, 1.0
p, 0, 0.111559734, 0.071937315, 1.0
, 1, 0.0028267354, 4.2159176e-5, 1.0
c, 0, 0.055775464, 0.018399542, 1.0
, 1, 0.0014152117, 1.0971187e-5, 1.0
p, 0, 0.11148958, 0.07197812, 1.0
, 1, 0.002834931, 4.285783e-5, 1.0
c, 0, 0.055742666, 0.01832403, 1.0
, 1, 0.0014221463, 1.1043087e-5, 1.0
p, 0, 0.11140883, 0.07155924, 1.0
, 1, 0.0028453544, 4.315018e-5, 1.0
c, 0, 0.055699944, 0.01842096, 1.0
, 1, 0.0014185719, 1.1201436e-5, 1.0
p, 0, 0.11134362, 0.07210406, 1.0
, 1, 0.0028256588, 4.299047e-5, 1.0
c, 0, 0.05566895, 0.018428573, 1.0
, 1, 0.001408387, 1.0834921e-5, 1.0
p, 0, 0.1112604, 0.07218994, 1.0
, 1, 0.0028143227, 4.2047697e-5, 1.0
c, 0, 0.05562675, 0.01858874, 1.0
, 1, 0.0014118496, 1.1379815e-5, 1.0
p, 0, 0.11119442, 0.07206727, 1.0
, 1, 0.0028213896, 4.3292202e-5, 1.0
c, 0, 0.05559089, 0.018429434, 1.0
, 1, 0.0014057513, 1.0763628e-5, 1.0
p, 0, 0.111104235, 0.07193925, 1.0
, 1, 0.0028109998, 4.1803367e-5, 1.0
c, 0, 0.055552877, 0.018599553, 1.0
, 1, 0.0014097001, 1.1390175e-5, 1.0
p, 0, 0.11105554, 0.07202515, 1.0
, 1, 0.0028137118, 4.321968e-5, 1.0
c, 0, 0.055518404, 0.018476283, 1.0
, 1, 0.0014027432, 1.087382e-5, 1.0
p, 0, 0.11095166, 0.07169234, 1.0
, 1, 0.0028095543, 4.190492e-5, 1.0
c, 0, 0.055472, 0.018350136, 1.0
, 1, 0.001408752, 1.1132646e-5, 1.0
p, 0, 0.110887036, 0.07177434, 1.0
, 1, 0.0028092675, 4.296712e-5, 1.0
c, 0, 0.055445127, 0.018373083, 1.0
, 1, 0.0014002528, 1.0738037e-5, 1.0
p, 0, 0.11082937, 0.07200745, 1.0
, 1, 0.0028053373, 4.2283806e-5, 1.0
c, 0, 0.05540508, 0.018088695, 1.0
, 1, 0.0014072433, 1.09390085e-5, 1.0
p, 0, 0.11073758, 0.0711767, 1.0
, 1, 0.0028075017, 4.2392505e-5, 1.0
c, 0, 0.05537183, 0.018357622, 1.0
, 1, 0.0013984274, 1.0760373e-5, 1.0
p, 0, 0.11069098, 0.07190208, 1.0
, 1, 0.0027984194, 4.2163614e-5, 1.0
c, 0, 0.055334494, 0.018100299, 1.0
, 1, 0.0014032368, 1.0893917e-5, 1.0
p, 0, 0.110587284, 0.07076734, 1.0
, 1, 0.0027985536, 4.203598e-5, 1.0
c, 0, 0.05529079, 0.018328246, 1.0
, 1, 0.001394581, 1.0765956e-5, 1.0
p, 0, 0.11052648, 0.071506724, 1.0
, 1, 0.0027955621, 4.1572966e-5, 1.0
c, 0, 0.055265516, 0.018284034, 1.0
, 1, 0.0014047492, 1.1145355e-5, 1.0
p, 0, 0.11046983, 0.070675164, 1.0
, 1, 0.002806671, 4.230315e-5, 1.0
c, 0, 0.055225007, 0.018448636, 1.0
, 1, 0.0013963897, 1.0862297e-5, 1.0
p, 0, 0.110380314, 0.07117066, 1.0
, 1, 0.002785463, 4.1331376e-5, 1.0
c, 0, 0.055192895, 0.018189441, 1.0
, 1, 0.0013968255, 1.101857e-5, 1.0
p, 0, 0.11033627, 0.0708246, 1.0
, 1, 0.0027957857, 4.231685e-5, 1.0
c, 0, 0.055158414, 0.017927835, 1.0
, 1, 0.0013923794, 1.0511658e-5, 1.0
p, 0, 0.11023505, 0.07050614, 1.0
, 1, 0.0027785413, 4.0551848e-5, 1.0
c, 0, 0.055116057, 0.017960412, 1.0
, 1, 0.0013956409, 1.0837012e-5, 1.0
p, 0, 0.110184714, 0.070472546, 1.0
, 1, 0.002793409, 4.228361e-5, 1.0
c, 0, 0.055091284, 0.018062841, 1.0
, 1, 0.0013888143, 1.0449816e-5, 1.0
p, 0, 0.11011092, 0.070920385, 1.0
, 1, 0.0027724132, 4.049637e-5, 1.0
c, 0, 0.05504945, 0.018315092, 1.0
, 1, 0.0013933685, 1.1216248e-5, 1.0
p, 0, 0.110052764, 0.071438074, 1.0
, 1, 0.0027862377, 4.3132623e-5, 1.0
c, 0, 0.055025645, 0.01811768, 1.0
, 1, 0.0013872851, 1.045801e-5, 1.0
p, 0, 0.10997243, 0.07019187, 1.0
, 1, 0.002774585, 4.0389798e-5, 1.0
c, 0, 0.054980956, 0.01789776, 1.0
, 1, 0.0013922285, 1.0765104e-5, 1.0
p, 0, 0.1099161, 0.07030427, 1.0
, 1, 0.002778463, 4.1983796e-5, 1.0
c, 0, 0.054955117, 0.01807533, 1.0
, 1, 0.001382662, 1.0414187e-5, 1.0
p, 0, 0.10983424, 0.07070568, 1.0
, 1, 0.0027695782, 4.0483883e-5, 1.0
c, 0, 0.054914415, 0.018105987, 1.0
, 1, 0.0013920255, 1.1015513e-5, 1.0
p, 0, 0.10978854, 0.070419796, 1.0
, 1, 0.0027779005, 4.2222575e-5, 1.0
c, 0, 0.054889694, 0.01790295, 1.0
, 1, 0.0013834853, 1.0446032e-5, 1.0
p, 0, 0.10969931, 0.07016579, 1.0
, 1, 0.002769433, 4.0692805e-5, 1.0
c, 0, 0.05484955, 0.017765598, 1.0
, 1, 0.0013886672, 1.065444e-5, 1.0
p, 0, 0.10965395, 0.06989688, 1.0
, 1, 0.0027686134, 4.170926e-5, 1.0
c, 0, 0.05481711, 0.017900608, 1.0
, 1, 0.0013767797, 1.0199823e-5, 1.0
p, 0, 0.10955414, 0.07072633, 1.0
, 1, 0.0027594492, 4.0439914e-5, 1.0
c, 0, 0.054775663, 0.017812805, 1.0
, 1, 0.0013904907, 1.0994503e-5, 1.0
p, 0, 0.109511994, 0.069682635, 1.0
, 1, 0.00278081, 4.210349e-5, 1.0
c, 0, 0.05475582, 0.017745456, 1.0
, 1, 0.0013832022, 1.0419681e-5, 1.0
p, 0, 0.10943719, 0.06931481, 1.0
, 1, 0.00275651, 4.0071147e-5, 1.0
c, 0, 0.054712705, 0.017723301, 1.0
, 1, 0.0013790857, 1.04879055e-5, 1.0
p, 0, 0.10938119, 0.069751576, 1.0
, 1, 0.0027616806, 4.099164e-5, 1.0
c, 0, 0.0546887, 0.017610185, 1.0
, 1, 0.0013808273, 1.0407349e-5, 1.0
p, 0, 0.10929947, 0.069113515, 1.0
, 1, 0.002754122, 4.025687e-5, 1.0
c, 0, 0.054645985, 0.017943325, 1.0
, 1, 0.0013756026, 1.0544819e-5, 1.0
p, 0, 0.109250806, 0.0698887, 1.0
, 1, 0.002755165, 4.0787196e-5, 1.0
c, 0, 0.054620475, 0.01752931, 1.0
, 1, 0.001381088, 1.039172e-5, 1.0
p, 0, 0.10916698, 0.06889198, 1.0
, 1, 0.0027542002, 4.06042e-5, 1.0
c, 0, 0.054584518, 0.018045865, 1.0
, 1, 0.0013698116, 1.050047e-5, 1.0
p, 0, 0.109129235, 0.071084015, 1.0
, 1, 0.002744399, 4.0933926e-5, 1.0
c, 0, 0.054555625, 0.01746966, 1.0
, 1, 0.0013810899, 1.0505466e-5, 1.0
p, 0, 0.109031186, 0.06840691, 1.0
, 1, 0.0027564503, 4.0640847e-5, 1.0
c, 0, 0.054515496, 0.01784877, 1.0
, 1, 0.001372166, 1.0349706e-5, 1.0
p, 0, 0.10899016, 0.06963112, 1.0
, 1, 0.0027465597, 4.0380608e-5, 1.0
c, 0, 0.054491356, 0.01748784, 1.0
, 1, 0.0013771988, 1.0569243e-5, 1.0
p, 0, 0.10890834, 0.068783775, 1.0
, 1, 0.0027457587, 4.0542534e-5, 1.0
c, 0, 0.054452084, 0.018119045, 1.0
, 1, 0.0013648476, 1.0321335e-5, 1.0
p, 0, 0.10886809, 0.07145921, 1.0
, 1, 0.0027354434, 4.0877723e-5, 1.0
c, 0, 0.05442834, 0.017206214, 1.0
, 1, 0.0013786219, 1.03532275e-5, 1.0
p, 0, 0.108778976, 0.06820435, 1.0
, 1, 0.0027548708, 4.0580613e-5, 1.0
c, 0, 0.054391354, 0.017627738, 1.0
, 1, 0.0013700742, 1.0213681e-5, 1.0
p, 0, 0.1087419, 0.06910543, 1.0
, 1, 0.002735138, 3.9975126e-5, 1.0
c, 0, 0.05435954, 0.01747321, 1.0
, 1, 0.0013702195, 1.0403739e-5, 1.0
p, 0, 0.10864047, 0.06799208, 1.0
, 1, 0.00273899, 3.9754093e-5, 1.0
c, 0, 0.0543191, 0.017783003, 1.0
, 1, 0.0013654102, 1.0319528e-5, 1.0
p, 0, 0.10860367, 0.06999077, 1.0
, 1, 0.0027288385, 4.0307128e-5, 1.0
c, 0, 0.054304264, 0.017290935, 1.0
, 1, 0.0013704766, 1.0285216e-5, 1.0
p, 0, 0.10853657, 0.06792925, 1.0
, 1, 0.002739258, 4.0095525e-5, 1.0
c, 0, 0.0542598, 0.017906537, 1.0
, 1, 0.0013601445, 1.0254069e-5, 1.0
p, 0, 0.10847979, 0.07072356, 1.0
, 1, 0.0027186275, 4.0052488e-5, 1.0
c, 0, 0.054241188, 0.01744453, 1.0
, 1, 0.001368437, 1.0405319e-5, 1.0
p, 0, 0.10840978, 0.06815481, 1.0
, 1, 0.002731558, 4.0194085e-5, 1.0
c, 0, 0.054197833, 0.017893288, 1.0
, 1, 0.001359826, 1.0359174e-5, 1.0
p, 0, 0.1083596, 0.0699324, 1.0
, 1, 0.0027272664, 4.030769e-5, 1.0
c, 0, 0.054179974, 0.017255142, 1.0
, 1, 0.0013706647, 1.0344577e-5, 1.0
p, 0, 0.1082838, 0.067694046, 1.0
, 1, 0.0027340315, 3.9995724e-5, 1.0
c, 0, 0.05413671, 0.01775279, 1.0
, 1, 0.0013563018, 1.01437545e-5, 1.0
p, 0, 0.10823658, 0.07039792, 1.0
, 1, 0.002711825, 3.9811926e-5, 1.0
c, 0, 0.054115042, 0.017255437, 1.0
, 1, 0.0013648774, 1.0373404e-5, 1.0
p, 0, 0.10815624, 0.068061754, 1.0
, 1, 0.0027229935, 4.0110404e-5, 1.0
c, 0, 0.054076895, 0.017883265, 1.0
, 1, 0.0013551004, 1.0269563e-5, 1.0
p, 0, 0.10812054, 0.07020076, 1.0
, 1, 0.0027190521, 4.036783e-5, 1.0
c, 0, 0.05405342, 0.017080756, 1.0
, 1, 0.0013684742, 1.0181402e-5, 1.0
p, 0, 0.10803077, 0.06752593, 1.0
, 1, 0.0027327687, 4.002475e-5, 1.0
c, 0, 0.054018714, 0.017789047, 1.0
, 1, 0.0013543889, 1.0093112e-5, 1.0
p, 0, 0.10800248, 0.07014954, 1.0
, 1, 0.0027010515, 3.958979e-5, 1.0
c, 0, 0.05398871, 0.017046463, 1.0
, 1, 0.001360558, 1.0211786e-5, 1.0
p, 0, 0.10789731, 0.06738893, 1.0
, 1, 0.00272277, 4.013246e-5, 1.0
c, 0, 0.05394683, 0.017937383, 1.0
, 1, 0.0013512317, 1.0342681e-5, 1.0
p, 0, 0.1078597, 0.07024896, 1.0
, 1, 0.0026998185, 3.9620874e-5, 1.0
c, 0, 0.053936444, 0.017193764, 1.0
, 1, 0.0013591703, 1.0249964e-5, 1.0
p, 0, 0.10780898, 0.06737838, 1.0
, 1, 0.002713967, 3.9718518e-5, 1.0
c, 0, 0.053890146, 0.0176786, 1.0
, 1, 0.001348611, 1.0091658e-5, 1.0
p, 0, 0.10774238, 0.07014847, 1.0
, 1, 0.0027024746, 3.975727e-5, 1.0
c, 0, 0.053880394, 0.017128887, 1.0
, 1, 0.0013593398, 1.0203629e-5, 1.0
p, 0, 0.10769049, 0.06710714, 1.0
, 1, 0.002708763, 3.9324364e-5, 1.0
c, 0, 0.053828888, 0.017364943, 1.0
, 1, 0.0013460461, 9.8016835e-6, 1.0
p, 0, 0.10761663, 0.06929832, 1.0
, 1, 0.002700612, 3.9201248e-5, 1.0
c, 0, 0.053818412, 0.017058786, 1.0
, 1, 0.0013610218, 1.01914675e-5, 1.0
p, 0, 0.107578605, 0.06658482, 1.0
, 1, 0.0027184784, 3.9504845e-5, 1.0
c, 0, 0.053775124, 0.017430197, 1.0
, 1, 0.001347661, 9.92339e-6, 1.0
p, 0, 0.10749887, 0.068657756, 1.0
, 1, 0.0026880726, 3.8500162e-5, 1.0
c, 0, 0.0537576, 0.017127577, 1.0
, 1, 0.001353588, 1.0142465e-5, 1.0
p, 0, 0.10746545, 0.067039214, 1.0
, 1, 0.0027087405, 3.981382e-5, 1.0
c, 0, 0.053717867, 0.01728627, 1.0
, 1, 0.0013419669, 9.621112e-6, 1.0
p, 0, 0.10737137, 0.06884722, 1.0
, 1, 0.002679713, 3.808836e-5, 1.0
c, 0, 0.053689323, 0.017206164, 1.0
, 1, 0.0013513248, 1.0262163e-5, 1.0
p, 0, 0.10734666, 0.068422556, 1.0
, 1, 0.0026993454, 4.0569255e-5, 1.0
c, 0, 0.053669967, 0.017414983, 1.0
, 1, 0.0013424084, 9.862384e-6, 1.0
p, 0, 0.107266836, 0.06795796, 1.0
, 1, 0.0026914217, 3.8340488e-5, 1.0
c, 0, 0.053630576, 0.017226497, 1.0
, 1, 0.0013522021, 1.0253853e-5, 1.0
p, 0, 0.10723397, 0.06867322, 1.0
, 1, 0.0026922598, 4.0599753e-5, 1.0
c, 0, 0.053612843, 0.017443197, 1.0
, 1, 0.0013356283, 9.665525e-6, 1.0
p, 0, 0.10714626, 0.06958685, 1.0
, 1, 0.0026810952, 3.8580856e-5, 1.0
c, 0, 0.05357314, 0.01701613, 1.0
, 1, 0.0013565384, 1.0220564e-5, 1.0
p, 0, 0.107121624, 0.06730066, 1.0
, 1, 0.0027170293, 4.0458686e-5, 1.0
c, 0, 0.05355189, 0.016893528, 1.0
, 1, 0.0013458394, 9.728115e-6, 1.0
p, 0, 0.10702384, 0.06703249, 1.0
, 1, 0.0026708357, 3.771299e-5, 1.0
c, 0, 0.053513266, 0.01741911, 1.0
, 1, 0.0013390556, 1.0011816e-5, 1.0
p, 0, 0.10700225, 0.06833724, 1.0
, 1, 0.0026929863, 3.9609964e-5, 1.0
c, 0, 0.053497486, 0.016806427, 1.0
, 1, 0.001346061, 9.746384e-6, 1.0
p, 0, 0.10691969, 0.06664973, 1.0
, 1, 0.0026755668, 3.8050108e-5, 1.0
c, 0, 0.053458557, 0.017598484, 1.0
, 1, 0.0013341438, 9.953619e-6, 1.0
p, 0, 0.10689364, 0.06956654, 1.0
, 1, 0.002679754, 3.9459916e-5, 1.0
c, 0, 0.05344069, 0.016601134, 1.0
, 1, 0.001348678, 9.879091e-6, 1.0
p, 0, 0.106804885, 0.066348515, 1.0
, 1, 0.0026894026, 3.8932772e-5, 1.0
c, 0, 0.053406753, 0.017829318, 1.0
, 1, 0.0013320409, 9.902498e-6, 1.0
p, 0, 0.106788844, 0.07045127, 1.0
, 1, 0.0026632473, 3.9136426e-5, 1.0
c, 0, 0.053380944, 0.01677772, 1.0
, 1, 0.0013423208, 9.939642e-6, 1.0
p, 0, 0.106680326, 0.06594915, 1.0
, 1, 0.002677679, 3.8737584e-5, 1.0
c, 0, 0.053337693, 0.017460562, 1.0
, 1, 0.0013303496, 9.81066e-6, 1.0
p, 0, 0.1066475, 0.069169335, 1.0
, 1, 0.0026703402, 3.869389e-5, 1.0
c, 0, 0.053332612, 0.016564105, 1.0
, 1, 0.0013464335, 9.798608e-6, 1.0
p, 0, 0.10660397, 0.065334074, 1.0
, 1, 0.0026887357, 3.848023e-5, 1.0
c, 0, 0.053285174, 0.017455962, 1.0
, 1, 0.0013305154, 9.776005e-6, 1.0
p, 0, 0.10653441, 0.06964748, 1.0
, 1, 0.0026532598, 3.8276306e-5, 1.0
c, 0, 0.05327916, 0.01689389, 1.0
, 1, 0.0013382379, 9.980613e-6, 1.0
p, 0, 0.10649545, 0.06605922, 1.0
, 1, 0.0026778392, 3.8908016e-5, 1.0
c, 0, 0.053229816, 0.01763783, 1.0
, 1, 0.0013264008, 9.824647e-6, 1.0
p, 0, 0.1064258, 0.07026081, 1.0
, 1, 0.0026508346, 3.8590526e-5, 1.0
c, 0, 0.05322592, 0.016786506, 1.0
, 1, 0.0013368465, 9.872166e-6, 1.0
p, 0, 0.10638753, 0.06617272, 1.0
, 1, 0.0026679635, 3.871842e-5, 1.0
c, 0, 0.05317556, 0.017327568, 1.0
, 1, 0.0013246667, 9.660666e-6, 1.0
p, 0, 0.10631506, 0.06898186, 1.0
, 1, 0.0026578829, 3.8264487e-5, 1.0
c, 0, 0.053169906, 0.01663265, 1.0
, 1, 0.0013398882, 9.834204e-6, 1.0
